TIMESTAMP,X,Y,Z,ROLL,PITCH,YAW,MILLIS
2021-07-12 20:48:28.486753,-0.0296630859375,0.994384765625,0.1019287109375,4.0283203125,-4.0283203125,-1.64794921875,70083
2021-07-12 20:48:28.487528,-0.0296630859375,0.994384765625,0.1019287109375,4.0283203125,-4.0283203125,-1.64794921875,70085
2021-07-12 20:48:28.488971,-0.0296630859375,0.994384765625,0.1019287109375,4.0283203125,-4.0283203125,-1.64794921875,70087
2021-07-12 20:48:28.530160,-0.0296630859375,0.994384765625,0.1021728515625,4.150390625,-4.0283203125,-1.708984375,70090
2021-07-12 20:48:28.531653,-0.029052734375,0.9940185546875,0.1021728515625,4.150390625,-4.0283203125,-1.708984375,70092
2021-07-12 20:48:28.532266,-0.029052734375,0.9940185546875,0.1021728515625,4.150390625,-4.0283203125,-1.708984375,70094
2021-07-12 20:48:28.533649,-0.029052734375,0.9940185546875,0.1021728515625,4.150390625,-4.0283203125,-1.708984375,70097
2021-07-12 20:48:28.534840,-0.029052734375,0.9940185546875,0.1021728515625,4.21142578125,-4.150390625,-1.708984375,70099
2021-07-12 20:48:28.535892,-0.029052734375,0.9930419921875,0.102294921875,4.21142578125,-4.150390625,-1.708984375,70101
2021-07-12 20:48:28.537236,-0.029052734375,0.9930419921875,0.102294921875,4.21142578125,-4.150390625,-1.708984375,70104
2021-07-12 20:48:28.538450,-0.0302734375,0.99560546875,0.1021728515625,4.08935546875,-4.0283203125,-1.708984375,70173
2021-07-12 20:48:28.539483,-0.029052734375,0.9932861328125,0.101806640625,4.150390625,-4.08935546875,-1.64794921875,70219
2021-07-12 20:48:28.540831,-0.029052734375,0.9932861328125,0.101806640625,4.150390625,-4.08935546875,-1.64794921875,70222
2021-07-12 20:48:28.541942,-0.029052734375,0.9932861328125,0.101806640625,4.150390625,-4.08935546875,-1.64794921875,70224
2021-07-12 20:48:28.574482,-0.029296875,0.99365234375,0.102783203125,4.08935546875,-4.0283203125,-1.64794921875,70264
2021-07-12 20:48:28.576565,-0.029296875,0.99365234375,0.102783203125,4.150390625,-4.08935546875,-1.77001953125,70266
2021-07-12 20:48:28.619927,-0.029052734375,0.992919921875,0.10205078125,4.150390625,-4.08935546875,-1.77001953125,70269
2021-07-12 20:48:28.620866,-0.029052734375,0.992919921875,0.10205078125,4.150390625,-4.08935546875,-1.77001953125,70271
2021-07-12 20:48:28.622452,-0.029052734375,0.992919921875,0.10205078125,4.150390625,-4.08935546875,-1.77001953125,70274
2021-07-12 20:48:28.623141,-0.029052734375,0.992919921875,0.10205078125,4.08935546875,-4.08935546875,-1.77001953125,70276
2021-07-12 20:48:28.623999,-0.029541015625,0.992919921875,0.1021728515625,4.08935546875,-4.08935546875,-1.77001953125,70279
2021-07-12 20:48:28.625361,-0.029541015625,0.992919921875,0.1021728515625,4.08935546875,-4.08935546875,-1.77001953125,70281
2021-07-12 20:48:28.626595,-0.029541015625,0.992919921875,0.1021728515625,4.08935546875,-4.08935546875,-1.77001953125,70283
2021-07-12 20:48:28.627688,-0.029541015625,0.992919921875,0.1021728515625,4.08935546875,-4.08935546875,-1.708984375,70286
2021-07-12 20:48:28.664446,-0.028564453125,0.9927978515625,0.1026611328125,4.0283203125,-4.08935546875,-1.708984375,70288
2021-07-12 20:48:28.665419,-0.029296875,0.992919921875,0.1031494140625,4.150390625,-4.0283203125,-1.708984375,70309
2021-07-12 20:48:28.756100,-0.029296875,0.992919921875,0.1031494140625,4.150390625,-4.0283203125,-1.708984375,70311
2021-07-12 20:48:28.757169,-0.0306396484375,0.9940185546875,0.103515625,4.150390625,-4.0283203125,-1.708984375,70354
2021-07-12 20:48:28.800449,-0.0299072265625,0.9937744140625,0.1026611328125,4.150390625,-4.150390625,-1.8310546875,70357
2021-07-12 20:48:28.801547,-0.0299072265625,0.9937744140625,0.1026611328125,4.150390625,-4.150390625,-1.8310546875,70359
